filename,split,label,path
skin_benign_skin_000.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_000.jpg
skin_benign_skin_001.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_001.jpg
skin_benign_skin_002.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_002.jpg
skin_benign_skin_003.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_003.jpg
skin_benign_skin_004.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_004.jpg
skin_benign_skin_005.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_005.jpg
skin_benign_skin_006.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_006.jpg
skin_benign_skin_007.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_007.jpg
skin_benign_skin_008.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_008.jpg
skin_benign_skin_009.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_009.jpg
skin_benign_skin_010.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_010.jpg
skin_benign_skin_011.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_011.jpg
skin_benign_skin_012.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_012.jpg
skin_benign_skin_013.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_013.jpg
skin_benign_skin_014.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_014.jpg
skin_benign_skin_015.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_015.jpg
skin_benign_skin_016.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_016.jpg
skin_benign_skin_017.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_017.jpg
skin_benign_skin_018.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_018.jpg
skin_benign_skin_019.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_019.jpg
skin_benign_skin_020.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_020.jpg
skin_benign_skin_021.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_021.jpg
skin_benign_skin_022.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_022.jpg
skin_benign_skin_023.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_023.jpg
skin_benign_skin_024.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_024.jpg
skin_benign_skin_025.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_025.jpg
skin_benign_skin_026.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_026.jpg
skin_benign_skin_027.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_027.jpg
skin_benign_skin_028.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_028.jpg
skin_benign_skin_029.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_029.jpg
skin_benign_skin_030.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_030.jpg
skin_benign_skin_031.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_031.jpg
skin_benign_skin_032.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_032.jpg
skin_benign_skin_033.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_033.jpg
skin_benign_skin_034.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_034.jpg
skin_benign_skin_035.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_035.jpg
skin_benign_skin_036.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_036.jpg
skin_benign_skin_037.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_037.jpg
skin_benign_skin_038.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_038.jpg
skin_benign_skin_039.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_039.jpg
skin_benign_skin_040.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_040.jpg
skin_benign_skin_041.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_041.jpg
skin_benign_skin_042.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_042.jpg
skin_benign_skin_043.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_043.jpg
skin_benign_skin_044.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_044.jpg
skin_benign_skin_045.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_045.jpg
skin_benign_skin_046.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_046.jpg
skin_benign_skin_047.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_047.jpg
skin_benign_skin_048.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_048.jpg
skin_benign_skin_049.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_049.jpg
skin_benign_skin_050.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_050.jpg
skin_benign_skin_051.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_051.jpg
skin_benign_skin_052.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_052.jpg
skin_benign_skin_053.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_053.jpg
skin_benign_skin_054.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_054.jpg
skin_benign_skin_055.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_055.jpg
skin_benign_skin_056.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_056.jpg
skin_benign_skin_057.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_057.jpg
skin_benign_skin_058.jpg,train,benign_skin,C:\Users\SHANMUGA\Desktop\gut\data\skin\train\benign_skin\skin_benign_skin_058.jpg
